TrainingHours,FitnessScore,PerformanceRating,OpponentRank
5.71,80.95,4.789,60
6.84,65.43,5.361,50
5.01,74.22,4.867,51
7.85,78.43,5.598,57
6.81,59.17,4.896,66
4.37,79.29,3.912,63
3.67,65.41,4.334,41
3.08,66.5,2.377,83
6.38,69.71,4.239,76
7.14,74.69,6.066,35
7.3,61.72,3.681,96
5.76,83.57,6.051,53
3.69,76.77,3.368,77
4.64,94.25,3.723,100
8.3,78.0,5.914,65
5.03,80.71,6.078,33
6.29,66.46,5.229,53
3.85,63.18,5.44,4
6.67,81.19,7.615,2
5.08,64.07,5.979,8
8.09,81.42,5.423,80
7.55,92.07,8.115,22
5.01,84.46,3.884,74
5.75,80.7,4.715,73
4.9,77.69,4.534,71
3.16,71.16,2.684,81
4.29,73.85,5.353,30
6.4,69.35,4.542,75
6.65,61.85,5.535,43
6.3,75.35,5.256,55
5.4,86.08,7.067,15
7.87,62.11,4.121,71
6.13,88.98,5.701,61
7.41,87.17,5.864,67
2.45,78.97,5.421,23
0.0,79.05,4.204,27
6.57,73.14,3.785,94
3.15,75.42,4.53,48
5.58,70.36,4.399,61
5.4,75.32,6.471,16
9.17,76.4,8.524,14
6.8,93.81,6.523,52
6.33,80.66,4.505,86
7.67,72.91,7.203,20
6.74,74.01,7.093,10
5.08,67.87,4.314,58
8.14,69.52,6.79,29
3.78,84.11,6.511,4
6.65,70.06,3.974,95
2.9,68.82,2.483,78
6.41,69.07,6.799,5
6.39,67.71,6.124,38
9.35,86.27,6.606,68
2.87,76.43,3.361,75
4.8,72.18,3.524,89
7.65,75.29,7.649,12
6.67,77.17,5.898,52
6.36,67.53,3.345,95
4.09,61.1,2.723,75
4.82,88.39,3.71,96
8.49,84.88,6.362,75
5.9,78.78,4.306,71
6.75,84.19,5.629,66
5.77,94.14,5.438,65
3.63,69.65,2.197,89
7.87,63.8,4.791,73
7.01,81.62,6.162,46
10.0,60.33,4.369,100
3.97,75.38,2.821,93
7.65,72.02,7.536,10
3.38,81.74,2.427,91
6.31,70.18,6.915,19
7.95,87.0,5.793,83
1.86,67.53,4.777,20
5.59,82.06,6.343,29
4.87,68.34,3.965,67
4.6,80.48,6.377,22
6.77,64.85,5.424,56
8.24,74.76,5.235,86
5.73,88.22,4.169,93
6.41,76.15,6.727,23
6.23,86.83,6.618,40
6.0,74.74,3.724,90
3.82,69.95,4.412,47
8.22,76.72,5.658,63
6.59,81.18,4.145,86
6.79,55.94,5.267,38
4.39,80.22,6.426,9
5.08,65.6,3.105,85
5.65,63.12,2.75,100
2.93,80.39,4.402,50
2.62,88.39,4.046,61
4.8,77.16,3.098,100
7.05,61.45,3.465,96
4.69,68.29,2.855,96
3.96,70.82,2.216,98
4.37,76.96,4.537,61
5.09,74.28,6.13,23
5.29,79.95,6.057,26
10.0,85.0,6.416,80
8.11,78.45,8.135,3
8.05,83.98,6.345,66
8.34,72.3,6.452,36
4.0,100.0,4.558,73
3.56,80.53,3.082,92
3.79,81.84,3.334,88
8.67,92.58,7.748,45
4.91,75.88,3.008,92
3.5,68.54,2.965,71
5.14,88.06,4.236,90
5.52,88.65,6.135,46
6.54,76.54,4.913,65
6.5,92.6,7.405,35
4.34,74.17,3.379,82
7.37,84.32,4.896,86
4.72,90.16,4.124,77
5.69,75.98,6.756,16
7.37,79.57,6.384,47
4.72,85.26,3.513,93
4.86,71.34,5.753,21
7.18,66.86,7.031,9
4.28,88.33,3.199,93
5.23,78.07,4.383,76
7.11,69.94,7.58,8
10.0,75.94,5.674,74
7.21,80.09,4.223,98
6.95,59.31,5.274,47
7.06,82.16,4.985,84
3.85,79.08,3.348,80
6.23,91.55,6.482,42
5.94,72.81,6.848,11
6.64,88.77,6.022,57
6.23,74.55,4.537,78
6.76,76.39,3.751,95
5.38,77.81,5.35,40
6.12,95.93,6.889,34
3.54,62.61,5.246,4
5.36,79.95,5.879,50
8.78,75.42,6.483,48
6.64,74.71,7.546,7
5.96,80.83,6.267,42
9.79,86.06,6.988,65
3.28,80.32,4.257,50
3.78,87.35,5.145,46
9.43,72.49,4.975,88
6.09,74.51,5.399,42
5.51,64.99,3.521,92
3.6,94.83,5.863,24
6.9,73.13,4.236,77
7.09,72.03,7.453,10
3.81,81.07,5.502,26
5.72,86.07,7.907,2
5.33,68.08,2.175,97
6.51,86.87,4.452,92
3.76,71.97,2.369,91
8.5,89.31,5.876,70
7.83,69.59,5.194,61
5.27,82.35,4.727,58
5.57,75.43,5.1,51
5.73,63.74,3.428,81
4.44,60.84,2.363,97
5.11,67.57,3.104,79
5.46,84.93,5.832,46
9.23,55.57,8.0,3
7.89,78.34,5.654,74
7.87,77.47,4.764,93
6.74,58.18,4.222,71
3.77,67.03,3.913,50
5.92,67.01,5.79,36
7.94,75.53,6.392,52
3.48,89.66,5.098,44
7.27,85.75,4.727,86
10.0,71.4,4.986,95
8.12,66.71,7.039,14
8.83,59.42,5.121,66
6.44,71.21,5.599,49
7.94,66.01,5.264,70
4.56,74.64,3.33,83
7.59,75.02,6.875,27
7.31,70.24,4.811,70
6.58,70.45,7.095,2
8.63,68.06,4.941,77
4.92,69.88,5.124,47
5.63,89.36,5.336,60
6.19,80.18,7.244,10
3.94,80.31,3.687,61
6.45,85.12,6.212,40
2.56,84.24,5.832,5
8.09,89.25,8.469,14
6.09,80.88,4.123,95
4.96,77.05,3.701,89
4.33,69.09,3.284,70
5.53,66.76,4.08,76
7.38,83.82,5.57,67
7.1,73.89,6.65,23
4.59,61.4,3.654,65
4.31,54.07,2.887,79
7.31,96.48,5.896,77
4.56,65.14,4.472,38
6.12,68.14,6.692,14
6.25,87.28,7.542,19
6.62,62.91,6.462,9
7.72,80.31,4.728,92
3.47,93.22,5.685,33
2.18,96.14,5.335,33
4.87,70.53,4.609,45
9.6,74.88,7.143,39
10.0,71.04,7.744,33
9.66,74.82,8.938,4
5.61,87.98,4.642,82
2.44,61.01,4.376,26
1.31,81.48,4.466,25
4.77,73.05,3.215,99
5.6,88.69,4.284,82
8.6,88.15,7.915,33
7.74,70.93,7.325,18
6.45,73.89,6.365,29
4.22,83.93,6.892,8
4.08,84.83,5.273,49
6.51,50.28,4.03,66
7.39,83.9,5.57,68
6.78,91.46,5.737,79
3.93,77.56,3.603,72
7.3,84.5,4.659,94
6.85,87.79,6.653,47
3.86,77.22,4.866,39
4.43,83.14,3.542,88
7.38,75.13,5.015,64
5.53,74.48,6.776,12
9.18,68.38,7.342,36
7.0,76.73,7.415,14
5.03,93.87,3.94,96
5.98,65.98,5.054,51
6.13,81.17,5.843,55
4.54,78.21,3.846,78
4.17,89.75,6.434,28
7.4,91.63,7.063,43
7.69,65.76,6.869,20
7.21,69.26,7.287,13
9.03,69.8,6.749,46
4.92,70.16,4.841,45
9.35,71.02,5.631,81
4.2,78.47,5.559,30
3.97,66.49,4.307,48
2.48,67.89,4.59,17
5.11,67.09,2.977,96
4.99,79.93,5.567,44
7.05,74.36,4.684,83
6.49,72.59,4.722,73
3.61,66.58,4.31,43
5.21,58.96,3.477,64
5.26,91.32,4.304,90
2.45,72.11,5.738,1
4.04,100.0,5.715,49
4.46,82.73,5.984,19
8.87,93.29,8.901,12
6.38,84.93,6.76,28
7.32,76.59,6.697,31
3.0,69.02,3.201,60
8.39,65.23,5.226,77
8.6,86.2,6.965,53
2.0,77.65,3.804,53
4.59,81.17,6.573,11
6.99,83.15,7.684,12
7.29,78.56,4.443,87
4.64,70.28,4.231,58
5.39,85.13,5.738,47
4.81,73.02,2.922,93
6.22,75.91,5.19,63
8.39,82.17,8.539,9
4.46,74.41,6.175,14
8.0,56.82,3.298,96
4.44,85.41,4.639,67
4.3,87.55,7.062,7
7.64,56.69,6.654,6
7.84,64.57,6.517,35
7.7,95.24,5.413,91
3.37,77.32,4.309,55
5.07,75.04,6.503,28
7.65,70.74,6.744,23
6.08,64.69,6.508,10
3.85,73.06,3.22,81
6.92,84.74,5.879,54
4.57,74.84,4.752,62
9.59,81.1,8.171,15
9.09,92.66,9.2,14
7.21,69.2,7.066,11
8.72,78.03,6.445,55
6.13,85.04,4.357,93
7.53,65.67,7.092,18
8.96,76.78,7.944,26
6.49,93.72,6.666,47
5.49,71.6,3.551,89
2.59,85.68,4.5,40
5.83,73.59,5.631,43
7.65,93.0,6.035,65
7.89,58.55,7.612,3
7.01,75.65,7.047,19
4.92,60.21,5.851,11
2.05,67.99,1.672,92
5.01,67.93,3.233,82
5.39,72.33,5.173,53
5.37,63.12,5.927,14
7.24,74.28,4.552,77
9.97,79.6,5.743,83
6.25,59.68,4.888,44
5.57,68.65,4.474,51
5.48,100.0,7.015,32
6.25,78.29,5.929,43
4.34,56.82,4.02,33
6.24,61.0,6.736,6
6.9,77.26,6.549,30
6.42,76.01,4.565,74
6.92,69.13,5.931,30
6.87,96.93,6.134,73
2.46,100.0,6.739,6
7.27,72.36,5.053,70
4.66,83.73,3.582,84
3.81,84.23,3.669,81
3.79,85.56,6.993,2
6.87,68.6,7.486,2
5.55,94.39,7.406,10
2.64,74.31,3.703,61
6.96,79.22,7.917,1
3.12,75.02,5.028,34
6.28,73.6,5.524,36
6.48,77.78,5.637,40
7.77,63.14,6.702,20
9.56,55.29,4.195,96
3.27,72.87,4.059,56
5.9,66.2,6.434,17
5.45,80.48,5.344,60
6.87,79.34,6.375,39
6.43,75.13,4.176,86
5.29,89.82,7.384,5
5.12,74.94,4.551,65
3.77,60.42,2.087,95
7.98,72.76,7.318,18
6.92,86.71,5.586,69
7.84,56.16,4.651,62
5.38,74.06,3.238,89
4.69,80.75,4.344,71
3.84,100.0,6.966,14
6.72,87.08,7.748,7
3.92,76.33,2.984,94
9.7,80.21,8.279,17
3.38,56.02,4.92,13
6.55,64.5,6.276,24
9.13,81.51,5.302,100
7.2,76.61,5.527,63
6.35,77.89,7.246,12
4.06,75.34,6.396,18
3.24,74.95,5.43,23
7.54,76.03,7.052,22
9.01,64.44,7.226,25
5.12,72.71,5.336,44
3.72,62.56,4.705,25
1.08,68.8,1.16,100
4.04,86.96,5.79,21
5.77,73.19,6.117,29
9.2,80.96,6.626,60
7.35,76.15,7.577,8
6.61,71.15,6.979,5
5.2,64.91,4.147,66
4.83,71.0,4.764,52
8.81,76.83,7.71,23
6.4,80.8,7.639,2
1.79,76.22,2.187,86
4.65,81.49,3.462,85
4.28,59.8,4.381,49
4.91,83.67,4.118,81
7.13,63.72,5.391,40
5.79,84.84,5.882,61
5.85,80.02,6.296,31
8.63,56.3,4.391,89
4.61,82.37,6.833,7
9.73,84.95,8.476,25
4.66,87.58,3.925,82
6.18,67.31,3.86,96
5.44,76.79,4.785,58
6.25,81.94,5.235,61
6.89,82.36,5.155,72
6.87,79.1,7.313,14
4.49,70.73,6.241,6
3.75,84.88,5.907,23
10.0,84.94,6.269,79
5.03,73.46,3.555,86
7.4,67.16,6.416,36
2.78,67.72,2.755,67
5.44,88.65,6.414,45
5.75,84.51,5.463,44
6.95,74.8,7.372,9
0.56,73.01,2.077,69
6.33,57.32,6.353,12
3.7,74.16,2.638,93
6.65,63.09,4.346,65
3.93,76.59,2.798,97
4.29,86.85,5.067,56
5.45,65.2,5.873,21
3.9,77.39,4.003,62
5.05,84.98,6.94,21
3.61,77.2,3.373,91
2.33,69.76,5.209,2
8.04,75.1,8.263,8
3.41,84.57,6.42,12
5.64,77.63,6.667,22
7.51,74.97,5.703,49
4.77,86.56,6.992,9
4.35,80.15,5.493,44
6.45,62.97,5.253,38
8.24,81.31,5.055,93
3.66,84.5,6.468,3
5.7,62.63,3.642,86
2.54,52.31,2.574,68
5.21,64.58,3.091,93
6.07,73.98,4.311,77
4.29,85.1,3.562,88
5.09,66.09,6.45,2
3.18,80.55,6.203,3
6.15,46.08,5.547,15
8.11,76.8,5.116,88
3.81,70.93,4.103,50
4.75,95.99,6.913,26
7.01,56.08,7.343,8
8.42,74.85,6.389,53
3.01,56.02,5.185,5
5.66,69.5,3.764,72
6.57,57.99,5.147,46
5.8,98.01,6.683,39
1.05,71.44,4.06,32
7.0,72.89,4.325,95
9.04,74.57,6.379,60
6.23,63.68,3.981,72
3.94,85.55,6.094,17
4.97,81.4,5.892,23
9.54,84.18,6.182,77
7.82,62.82,5.256,57
7.28,86.35,6.985,44
6.71,85.2,5.334,79
4.68,72.68,5.374,45
5.6,83.95,3.798,92
5.84,77.73,5.369,48
7.1,59.06,3.232,94
9.02,73.17,8.392,15
8.24,70.18,6.805,38
3.16,75.85,6.229,8
6.45,85.21,6.289,46
7.47,58.59,4.476,79
7.24,70.56,6.107,39
4.74,66.78,4.476,51
10.0,67.21,7.273,34
3.45,66.77,4.489,36
3.83,75.68,5.505,20
6.47,80.23,7.447,13
10.0,78.48,7.537,44
4.33,76.86,5.034,45
5.47,81.22,5.828,47
8.15,98.8,8.535,21
5.96,76.36,6.442,23
5.33,85.21,5.491,46
7.13,84.64,8.047,3
6.55,92.78,4.787,86
8.06,80.61,5.128,93
8.58,66.56,6.571,40
6.61,78.05,4.32,94
6.58,77.51,5.227,64
6.43,83.15,4.644,88
6.98,66.27,3.945,89
6.11,87.66,4.944,76
6.0,75.05,5.64,50
8.39,83.39,7.94,20
9.03,78.1,5.043,97
2.98,76.23,4.814,39
6.02,77.34,6.181,22
4.62,81.72,5.234,46
5.38,94.59,5.104,83
6.81,54.83,5.915,32
7.34,80.4,7.302,26
5.78,75.44,5.407,44
2.17,73.23,3.072,71
4.07,51.37,4.992,8
7.79,80.8,6.12,61
0.52,73.75,4.675,11
8.37,66.66,6.098,59
7.04,75.42,7.354,16
8.63,72.07,5.624,73
5.6,57.58,3.715,68
1.88,75.88,2.457,75
6.86,80.8,7.4,10
8.55,69.51,5.908,59
7.85,77.62,6.427,53
4.67,76.08,2.756,93
6.17,85.45,6.421,41
4.93,73.96,6.958,5
4.36,83.01,6.852,3
7.91,71.87,4.316,77
3.6,94.67,3.918,80
4.21,70.63,3.483,72
3.79,68.15,4.925,28
3.02,74.0,4.754,24
6.29,67.72,5.593,38
8.32,62.51,5.511,66
5.63,82.28,4.631,62
2.99,44.37,4.427,6
7.68,67.82,6.978,19
9.37,61.58,7.605,18
4.71,76.42,4.623,62
5.04,53.11,4.464,38
7.03,80.48,4.948,88
9.24,81.56,7.378,39
4.96,58.67,5.789,20
3.34,76.91,2.772,88
7.26,80.16,5.694,56
7.6,84.4,5.996,55
6.01,60.31,6.785,2
4.88,58.9,2.07,100
7.99,90.03,8.331,16
7.06,66.78,3.728,99
4.46,69.73,5.972,7
6.1,81.33,5.448,60
3.3,63.31,4.193,30
7.37,72.34,6.246,35
5.48,83.92,6.125,39
5.13,60.79,4.811,43
5.93,70.0,6.473,16
6.08,63.73,6.159,16
7.79,67.26,6.868,24
7.18,86.86,7.941,14
5.69,89.05,7.09,16
7.53,77.58,6.701,32
6.8,80.32,5.878,52
5.15,80.05,4.704,71
5.75,68.28,3.253,89
5.7,77.38,4.024,87
7.01,62.05,7.477,2
5.27,65.41,3.64,73
5.22,74.13,6.047,32
9.94,64.39,6.341,43
7.88,62.27,4.041,86
4.48,67.88,5.875,18
7.14,86.46,6.407,42
6.24,90.57,5.845,63
6.78,74.67,4.342,87
6.27,80.82,7.605,9
8.38,69.37,4.262,91
6.69,54.34,3.05,98
5.88,66.06,6.49,9
8.08,71.92,5.017,85
6.47,76.41,6.802,17
6.24,73.99,7.116,5
6.63,72.18,7.177,14
5.81,69.25,3.849,82
6.02,78.44,6.71,24
4.83,61.36,3.466,73
4.5,83.02,6.077,31
4.0,69.14,2.774,85
3.22,95.67,2.96,99
4.24,71.85,3.792,63
5.65,70.2,5.555,26
6.21,69.37,6.556,17
5.46,70.3,6.663,4
1.29,81.07,5.248,7
9.15,74.58,8.202,3
8.17,84.87,7.149,41
6.89,79.64,4.132,95
9.81,75.31,8.396,21
4.05,78.73,4.323,60
9.78,86.96,6.392,78
4.07,81.57,5.183,44
6.48,77.81,4.037,91
3.45,79.23,5.054,38
6.03,63.47,6.097,23
6.77,100.0,5.811,74
5.69,80.28,4.983,61
7.43,81.28,7.731,21
6.2,74.71,7.282,3
4.96,52.02,3.784,48
4.87,72.35,6.37,11
7.62,75.76,7.823,13
4.69,66.77,6.039,9
7.83,66.68,4.558,79
8.45,71.61,6.412,51
2.66,82.72,3.713,66
8.27,87.56,5.359,88
10.0,76.71,6.231,77
6.5,69.33,3.816,88
7.2,71.38,7.306,23
8.07,76.0,7.058,34
5.45,77.18,4.831,67
6.36,79.35,4.591,78
3.37,70.61,5.264,26
6.28,80.29,5.301,61
7.0,79.5,5.558,65
7.03,71.05,4.165,93
8.13,57.81,7.121,12
4.45,66.15,5.985,5
4.93,90.68,5.086,60
9.79,58.06,6.06,51
5.7,88.18,5.234,52
6.4,57.71,4.811,55
5.87,67.27,4.104,71
4.36,71.25,2.768,99
9.25,92.82,6.56,71
4.94,75.26,5.053,47
3.75,72.86,2.777,89
5.1,65.65,2.682,96
2.0,80.22,4.953,28
4.7,69.87,5.07,43
4.06,72.71,2.816,90
7.23,71.42,5.718,57
4.65,82.2,4.387,74
7.78,82.62,4.887,97
8.8,66.1,5.627,73
7.56,68.73,6.558,35
5.57,67.74,4.318,70
6.28,76.83,6.811,18
2.95,84.07,3.695,68
5.73,76.97,4.074,83
4.28,53.09,2.868,70
7.39,82.6,4.572,97
10.0,61.51,5.853,68
7.0,67.85,3.653,97
2.02,76.98,4.168,49
5.28,74.16,7.149,4
6.24,83.73,4.81,85
6.17,68.89,5.882,28
4.54,65.33,3.807,64
6.49,71.88,7.252,7
3.51,84.77,3.933,72
4.11,81.3,2.614,99
7.29,75.87,7.533,12
3.97,88.26,3.655,83
7.08,86.45,6.799,42
3.26,82.88,4.956,38
9.53,63.22,7.344,18
4.45,82.83,6.017,28
5.55,72.98,4.359,64
6.66,71.05,6.285,38
4.87,68.17,2.616,96
6.29,73.28,4.806,59
7.15,68.74,3.881,94
7.92,76.7,7.142,32
7.58,73.27,4.009,86
5.66,77.21,5.579,50
5.71,80.53,4.526,69
10.0,72.06,6.499,71
7.9,67.63,4.733,73
4.16,54.94,5.343,3
6.2,82.71,5.519,55
5.33,75.79,6.722,19
5.73,73.24,6.894,18
3.54,86.72,5.436,30
5.18,62.11,4.091,52
9.62,75.56,6.521,72
7.16,65.36,5.881,29
1.02,81.56,4.6,17
8.43,52.74,6.763,19
8.18,83.04,6.368,56
5.28,82.63,6.601,14
7.43,65.77,6.556,16
4.28,75.66,3.958,63
5.06,65.98,3.51,79
9.0,79.28,4.936,100
5.46,83.2,6.505,18
2.26,64.95,1.627,95
5.87,62.03,5.267,40
5.84,85.96,6.817,13
8.4,94.41,6.288,73
6.03,79.94,4.641,64
5.16,80.68,5.671,49
8.09,71.68,5.466,71
6.24,76.8,3.682,97
4.5,78.51,5.559,24
8.31,73.17,4.163,100
6.39,88.5,7.003,27
6.01,76.77,6.033,43
6.36,78.06,7.351,10
3.86,73.38,5.888,13
4.94,74.4,4.472,61
6.01,87.19,7.131,22
5.61,76.46,5.442,54
8.54,76.69,7.887,6
6.43,76.82,5.744,50
7.71,71.35,7.153,21
6.02,60.92,3.219,91
8.11,90.73,7.379,44
6.8,85.68,4.466,98
6.03,87.49,5.211,70
5.97,64.27,6.546,7
4.09,89.45,5.849,35
7.01,94.67,4.89,94
5.92,85.45,4.893,75
5.0,91.48,5.245,64
8.21,82.98,7.261,30
3.5,66.53,3.801,58
5.16,80.08,5.073,58
8.06,64.8,6.585,21
6.63,69.03,5.345,41
5.9,78.16,7.195,11
6.5,76.82,4.58,70
6.36,79.63,4.301,83
2.97,57.08,3.267,47
5.3,73.46,5.985,25
9.23,80.49,7.886,32
4.68,82.48,6.288,27
5.36,83.14,5.511,46
4.92,77.51,6.688,12
5.83,71.21,6.718,13
4.83,80.01,4.361,69
6.97,72.0,7.257,12
6.39,84.01,5.935,49
7.55,79.27,4.642,90
3.9,74.38,5.143,35
5.32,67.31,5.74,18
5.55,86.19,4.21,82
6.91,80.59,5.46,67
4.41,96.03,4.23,90
7.83,80.26,6.786,43
8.37,81.1,6.682,48
4.02,60.35,2.731,79
5.02,78.1,5.73,26
4.94,71.83,4.26,65
10.0,83.26,6.212,78
5.14,78.35,4.85,51
9.36,84.85,5.66,99
3.47,96.33,6.843,9
4.02,67.02,2.354,91
4.63,84.47,5.739,32
4.31,81.84,4.226,69
5.46,94.79,5.459,57
4.58,82.05,4.88,62
4.36,81.01,2.642,96
8.32,83.51,7.452,31
8.45,84.21,6.063,70
7.9,89.54,6.656,53
7.05,66.81,5.411,56
6.19,71.08,3.601,95
5.01,92.35,3.855,95
4.09,55.41,3.778,44
6.73,74.15,5.05,62
3.65,76.5,4.149,60
4.01,73.23,4.714,39
8.31,90.81,9.3,7
9.8,79.76,7.263,52
6.79,71.13,4.635,74
8.21,68.66,4.282,95
5.51,77.82,5.26,45
3.32,86.66,6.661,5
7.22,76.38,6.426,32
7.14,73.66,5.083,78
6.14,68.05,5.709,41
5.52,78.74,6.893,14
7.92,78.19,8.184,8
4.03,67.76,2.941,84
4.45,85.26,5.538,41
3.98,92.06,4.236,74
6.17,75.49,7.005,10
3.82,78.02,6.087,8
4.63,63.95,3.125,81
4.59,82.37,5.406,52
5.48,79.64,5.387,52
3.03,71.74,2.625,77
6.17,67.57,5.92,37
8.49,93.48,7.576,36
6.27,78.83,7.079,21
9.08,65.82,6.629,44
8.67,83.56,7.092,47
7.56,77.3,5.782,66
6.15,75.59,4.069,94
6.05,84.79,6.983,19
7.53,48.87,3.375,79
5.22,56.93,5.438,24
2.23,88.79,3.064,77
6.98,73.71,4.092,88
3.74,70.73,4.236,51
4.08,61.62,5.789,1
6.0,76.94,6.573,18
5.81,78.17,4.097,82
3.18,89.41,4.999,51
6.33,78.72,6.013,39
7.93,71.97,5.747,59
3.74,79.06,6.372,11
8.54,86.09,7.79,28
2.88,83.91,5.727,11
10.0,81.21,7.221,53
5.18,77.75,2.897,96
6.29,69.19,5.91,34
2.22,64.67,2.926,57
5.88,63.09,6.49,1
6.46,78.94,7.631,15
5.83,79.98,6.323,24
4.87,85.94,5.987,40
4.11,80.62,4.669,57
8.26,85.51,6.11,66
6.06,73.69,4.678,70
9.08,82.71,6.359,66
4.95,64.99,3.176,81
5.13,74.4,4.082,71
7.63,56.69,4.795,67
2.75,75.32,5.064,24
3.57,87.25,4.88,51
8.19,75.7,4.975,76
3.66,82.22,3.501,82
2.36,77.73,3.438,56
9.74,69.3,5.665,72
3.21,73.13,4.308,44
6.37,86.8,5.987,61
6.14,82.17,6.806,26
0.38,68.82,1.792,65
5.47,61.13,6.956,1
6.9,77.07,7.492,3
6.71,69.18,4.969,68
7.81,73.23,4.91,88
5.23,60.46,3.428,76
7.43,85.41,5.081,78
4.62,74.03,3.277,88
3.18,75.55,4.944,30
3.4,66.67,4.138,33
3.08,72.23,5.053,21
8.02,76.22,7.41,15
2.97,68.87,3.277,63
6.55,72.84,5.291,60
5.47,88.86,5.833,47
5.79,57.5,2.981,96
8.73,76.85,4.993,95
5.12,67.15,3.869,65
7.22,88.36,6.31,51
6.08,73.19,6.28,33
5.7,64.53,2.861,98
10.0,72.84,6.653,75
3.12,78.5,2.065,100
8.58,100.0,5.963,98
7.31,53.9,6.265,9
5.04,63.01,4.494,31
9.26,88.05,8.303,29
2.3,59.91,1.569,77
4.96,75.1,6.793,10
3.58,70.17,6.005,9
6.82,68.6,5.5,45
3.77,73.28,6.073,3
6.87,71.67,3.876,82
5.63,85.57,6.231,27
5.04,88.28,5.997,32
6.78,79.26,7.29,8
5.46,72.64,4.025,77
3.82,77.58,6.142,18
10.0,83.05,8.337,26
5.03,85.02,4.206,80
1.56,78.7,2.289,85
4.32,90.28,3.536,89
3.47,68.83,3.642,60
7.65,86.4,8.263,4
6.64,82.04,7.004,33
6.8,68.9,3.635,94
5.26,77.33,5.981,31
5.44,78.01,5.896,33
5.26,73.58,4.129,70
5.84,73.47,6.714,15
7.67,59.75,4.211,79
6.67,68.11,5.772,39
7.0,72.62,6.388,31
7.0,69.27,5.136,73
7.77,66.44,6.458,32
6.58,85.61,5.704,64
6.72,73.96,5.968,38
8.38,96.67,7.613,42
4.67,77.23,3.758,85
4.29,85.4,5.033,53
3.63,72.92,6.156,12
6.37,68.38,5.727,35
2.29,77.63,3.158,79
6.92,87.96,6.264,52
5.78,74.11,3.574,92
8.27,79.47,4.857,96
4.66,77.58,3.292,90
5.59,74.02,4.886,62
8.24,74.53,5.37,74
8.77,65.02,7.085,23
4.64,74.89,6.697,1
6.36,81.53,4.147,80
6.59,77.96,5.276,59
6.75,76.84,4.52,85
5.47,82.25,5.871,47
8.56,76.95,5.552,81
2.22,75.14,4.959,20
5.16,82.35,3.771,90
6.9,76.37,7.066,17
6.91,72.63,4.132,89
8.71,79.68,7.883,25
8.4,74.65,5.539,68
5.43,72.18,3.35,92
8.6,76.55,6.217,65
4.57,76.67,3.905,78
7.86,63.96,6.893,22
9.62,78.33,5.802,78
8.43,93.47,8.847,15
6.21,65.2,3.866,69
5.34,69.97,6.101,15
2.94,100.0,4.694,63
6.62,66.78,5.595,47
3.77,87.86,5.494,34
4.41,72.71,3.004,93
3.62,75.6,2.731,86
5.08,73.69,6.347,16
5.94,79.26,4.955,71
6.55,59.2,4.331,65
4.8,76.86,5.227,51
8.14,70.97,7.905,7
5.58,56.37,3.138,86
4.42,86.21,6.892,8
6.45,53.92,6.123,1
9.93,96.48,6.838,87
6.67,81.17,6.783,32
5.27,61.39,2.973,89
2.95,88.38,4.574,45
5.56,67.5,6.505,8
6.47,67.95,4.698,63
5.22,56.99,2.347,88
2.67,66.36,2.051,100
4.3,67.54,3.847,69
8.91,83.18,6.956,47
8.87,86.67,7.507,37
4.23,62.59,2.625,88
7.35,77.71,5.757,63
3.64,56.6,3.166,59
8.81,77.74,5.943,72
6.49,96.62,8.28,2
7.9,57.2,3.456,96
2.57,64.85,1.88,87
7.36,82.27,6.885,32
5.98,83.45,4.761,67
7.7,65.59,4.474,82
7.83,89.74,5.206,99
6.13,66.84,3.205,92
4.8,91.73,4.147,84
7.56,79.69,7.218,22
5.88,87.71,7.57,1
4.25,78.71,4.453,42
4.16,81.57,3.844,72
3.05,82.1,5.908,8
4.98,86.45,4.32,84
8.21,74.67,7.626,17
6.36,66.0,4.199,79
4.94,74.21,4.967,48
7.61,68.33,4.314,86
4.34,68.98,6.134,16
6.19,91.55,4.257,97
5.64,81.23,4.019,88
7.56,80.77,7.383,20
2.85,85.73,5.15,30
4.3,81.18,5.819,33
2.72,93.67,3.251,89
5.48,54.05,4.182,46
8.42,65.02,6.609,36
4.99,67.99,3.997,72
4.98,61.24,2.462,94
7.74,76.13,4.869,80
8.14,76.6,6.639,40
5.82,94.75,4.976,79
7.37,84.04,7.379,27
3.85,69.92,4.427,45
8.76,79.94,5.905,74
10.0,56.73,7.654,24
7.04,76.42,6.678,31
1.83,75.89,4.99,19
4.88,65.98,4.148,56
7.23,72.99,5.353,65
5.16,68.07,6.668,2
8.54,65.67,6.461,39
7.18,81.74,7.75,12
4.59,85.34,5.672,30
6.06,80.1,6.133,40
4.21,70.62,5.578,13
5.63,68.37,3.691,89
4.89,70.93,2.836,97
8.35,72.8,4.619,89
10.0,66.28,8.17,18
3.14,85.54,3.816,72
2.15,72.98,1.812,96
5.51,82.65,6.412,12
2.96,61.0,3.507,54
6.09,68.12,4.986,54
7.5,83.59,4.996,83
8.99,83.74,5.483,85
6.4,62.97,5.546,44
5.61,78.03,4.8,66
2.04,78.29,4.043,53
6.05,67.92,4.831,64
6.14,78.57,5.256,60
7.28,59.2,4.368,75
4.58,65.73,3.998,51
5.13,80.99,3.888,89
3.04,75.3,6.068,1
1.42,75.81,1.49,99
3.78,73.25,2.397,97
2.86,80.37,2.794,91
6.67,80.85,6.961,21
